Order Id,Order Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub Category,Product Id,cost price,List Price,Quantity,Discount Percent
4048,2023-04-10,First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000501,70,80,3,5
4049,2023-07-05,First Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10001990,560,600,10,3
4050,2022-08-02,Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10003601,260,280,3,4
4051,2022-12-24,Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,FUR-CH-10001891,150,170,2,2
4052,2023-02-04,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,OFF-AR-10003469,0,0,3,3
4053,2022-08-29,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,FUR-TA-10004175,360,410,2,4
4054,2022-08-14,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,OFF-LA-10002945,60,60,11,3
4055,2023-02-13,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10000533,20,20,4,3
4056,2023-07-25,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,OFF-ST-10004459,1640,1800,6,4
4057,2023-03-14,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,FUR-TA-10004147,60,70,1,2
4058,2023-02-06,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,OFF-ST-10000046,570,650,5,4
4059,2022-08-13,Standard Class,Consumer,United States,Oakland,California,94601,West,Technology,Phones,TEC-PH-10004774,60,70,7,4
4060,2022-09-04,Standard Class,Consumer,United States,Oakland,California,94601,West,Furniture,Chairs,FUR-CH-10000595,460,570,3,3
4061,2022-01-21,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,TEC-AC-10002473,60,70,3,3
4062,2022-03-28,First Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10001628,30,30,3,2
4063,2023-03-27,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,TEC-AC-10002800,40,40,1,5
4064,2023-06-30,First Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Art,OFF-AR-10002766,20,20,9,2
4065,2023-02-05,First Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Supplies,OFF-SU-10002522,0,0,1,3
4066,2022-07-05,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Fasteners,OFF-FA-10003021,10,10,5,5
4067,2022-04-02,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,OFF-AR-10000634,10,10,3,5
4068,2023-10-25,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Labels,OFF-LA-10001771,40,50,12,3
4069,2022-12-05,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Technology,Phones,TEC-PH-10004434,900,980,9,4
4070,2022-04-12,First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,OFF-BI-10000050,10,10,9,3
4071,2023-10-02,First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,OFF-BI-10002414,10,10,4,5
4072,2022-09-03,First Class,Consumer,United States,Dallas,Texas,75081,Central,Furniture,Bookcases,FUR-BO-10003159,140,160,2,3
4073,2022-04-11,Second Class,Home Office,United States,Indianapolis,Indiana,46203,Central,Technology,Copiers,TEC-CO-10002095,920,1000,2,2
4074,2022-01-26,First Class,Home Office,United States,Broken Arrow,Oklahoma,74012,Central,Technology,Phones,TEC-PH-10004120,780,820,6,5
4075,2022-07-17,Standard Class,Consumer,United States,Miramar,Florida,33023,South,Furniture,Furnishings,FUR-FU-10003553,200,220,4,2
4076,2022-03-27,Standard Class,Consumer,United States,Miramar,Florida,33023,South,Furniture,Furnishings,FUR-FU-10001488,280,340,4,4
4077,2023-03-09,Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Binders,OFF-BI-10003094,10,10,2,4
4078,2023-04-13,Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Fasteners,OFF-FA-10003472,10,10,4,3
4079,2022-08-23,Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,OFF-PA-10001289,100,120,3,3
4080,2023-10-10,First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Phones,TEC-PH-10002293,50,50,3,2
4081,2023-05-27,Standard Class,Corporate,United States,Tigard,Oregon,97224,West,Office Supplies,Paper,OFF-PA-10000380,50,60,9,5
4082,2023-01-11,Standard Class,Corporate,United States,Tigard,Oregon,97224,West,Office Supplies,Binders,OFF-BI-10004828,10,10,1,2
4083,2023-08-08,Standard Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Binders,OFF-BI-10004632,160,180,3,3
4084,2023-04-19,Standard Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,OFF-PA-10000327,10,10,3,3
4085,2022-01-06,First Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10003291,10,10,3,3
4086,2022-10-13,Second Class,Corporate,United States,Sacramento,California,95823,West,Technology,Phones,TEC-PH-10002275,260,300,2,2
4087,2023-01-18,Second Class,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,OFF-BI-10003291,20,20,3,3
4088,2023-07-31,Second Class,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,OFF-BI-10000343,10,10,3,5
4089,2022-04-17,Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Furniture,Bookcases,FUR-BO-10000711,590,640,9,2
4090,2022-06-20,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Labels,OFF-LA-10001297,20,20,2,2
4091,2023-07-23,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Supplies,OFF-SU-10001574,10,10,3,4
4092,2022-08-09,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10003305,10,10,3,2
4093,2022-12-05,First Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Storage,OFF-ST-10002574,200,220,2,4
4094,2023-09-09,Standard Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Machines,TEC-MA-10000864,2770,3080,7,2
4095,2022-10-28,Standard Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Accessories,TEC-AC-10003289,70,80,4,2
4096,2022-05-10,Standard Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Phones,TEC-PH-10001619,530,590,3,2
4097,2022-05-21,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,OFF-PA-10004888,20,30,5,3
4098,2023-02-22,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,OFF-ST-10000736,350,400,5,4
4099,2023-02-27,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,OFF-BI-10001120,8410,9450,5,2
4100,2023-12-05,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,OFF-BI-10000301,10,10,2,2
4101,2023-04-18,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,OFF-AP-10004655,0,0,1,3
4102,2022-02-05,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,OFF-AP-10002906,0,0,1,2
4103,2022-01-12,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10000740,130,150,8,4
4104,2023-02-03,Same Day,Home Office,United States,Fremont,Nebraska,68025,Central,Furniture,Furnishings,FUR-FU-10001940,20,20,2,3
4105,2022-03-04,Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Phones,TEC-PH-10000439,140,160,5,4
4106,2023-05-07,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,OFF-BI-10000404,10,10,2,3
4107,2023-11-11,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10003676,0,0,2,2
4108,2022-10-25,Same Day,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10002486,10,10,2,5
4109,2022-10-17,Same Day,Consumer,United States,New York City,New York,10011,East,Furniture,Tables,FUR-TA-10003837,20,30,3,3
4110,2022-01-20,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Technology,Phones,TEC-PH-10002923,60,70,2,2
4111,2023-07-01,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Bookcases,FUR-BO-10004360,130,160,1,2
4112,2022-03-06,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,OFF-PA-10002160,20,20,3,2
4113,2023-04-24,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,OFF-AR-10002375,0,0,1,3
4114,2022-06-15,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Labels,OFF-LA-10000443,10,10,3,5
4115,2022-08-28,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,TEC-PH-10001750,140,160,3,2
4116,2023-06-19,First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10004632,1150,1220,5,4
4117,2022-02-19,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10002813,0,0,2,3
4118,2022-04-09,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10002005,20,20,3,5
4119,2022-12-18,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Storage,OFF-ST-10000060,370,450,7,2
4120,2023-10-13,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10002706,80,90,8,3
4121,2022-01-22,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,TEC-AC-10000199,20,20,4,3
4122,2022-01-06,Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,OFF-PA-10002870,40,40,6,3
4123,2023-11-03,Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,OFF-LA-10004545,40,40,3,2
4124,2023-02-09,Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,OFF-BI-10000962,30,30,2,2
4125,2022-01-06,Standard Class,Corporate,United States,Watertown,New York,13601,East,Office Supplies,Appliances,OFF-AP-10004249,40,40,3,2
4126,2023-08-01,Second Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,FUR-FU-10001602,80,90,3,5
4127,2022-06-24,First Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,OFF-AR-10003179,50,50,6,4
4128,2023-07-12,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,OFF-ST-10003722,60,70,6,2
4129,2022-06-07,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Machines,TEC-MA-10001127,2310,2620,3,3
4130,2023-11-06,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Appliances,OFF-AP-10001947,60,70,4,3
4131,2023-09-05,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,OFF-BI-10001107,10,10,5,4
4132,2022-12-07,Standard Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,OFF-PA-10000349,10,10,3,4
4133,2022-12-11,Standard Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,OFF-PA-10003349,20,20,3,2
4134,2022-02-24,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Fasteners,OFF-FA-10002280,50,50,9,4
4135,2023-12-21,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Technology,Machines,TEC-MA-10000029,190,210,3,3
4136,2022-02-18,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10002854,90,110,5,5
4137,2022-08-08,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Storage,OFF-ST-10003716,1500,1580,7,3
4138,2023-05-08,Standard Class,Consumer,United States,Alexandria,Virginia,22304,South,Office Supplies,Fasteners,OFF-FA-10000624,30,30,7,4
4139,2023-06-06,First Class,Corporate,United States,Deer Park,Texas,77536,Central,Office Supplies,Binders,OFF-BI-10004654,10,10,6,4
4140,2023-11-30,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,OFF-ST-10001228,30,40,3,3
4141,2023-05-28,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10003798,80,80,5,2
4142,2022-01-28,Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Labels,OFF-LA-10003148,20,20,3,2
4143,2023-06-09,Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,OFF-BI-10001249,50,60,9,4
4144,2022-12-08,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,OFF-AR-10003759,10,10,7,2
4145,2022-01-03,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,OFF-AR-10001227,10,10,3,5
4146,2022-12-24,Standard Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,FUR-CH-10000863,100,120,1,5
4147,2023-11-15,Standard Class,Consumer,United States,Freeport,New York,11520,East,Furniture,Furnishings,FUR-FU-10004017,280,320,3,2
4148,2023-05-29,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,OFF-BI-10000962,10,10,3,5
4149,2022-07-15,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,OFF-ST-10004507,10,10,1,3
4150,2023-02-27,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,TEC-AC-10002942,50,60,1,2
4151,2023-08-24,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,OFF-ST-10002344,240,260,4,3
4152,2023-08-10,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,OFF-LA-10002475,30,30,5,3
4153,2022-02-04,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10003072,20,20,3,4
4154,2023-12-11,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,OFF-EN-10001509,0,0,3,2
4155,2022-11-09,Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,OFF-BI-10004781,30,40,4,5
4156,2022-06-24,Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,OFF-BI-10000145,0,0,3,4
4157,2022-03-30,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,TEC-AC-10003280,40,50,2,3
4158,2023-12-07,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10001107,30,30,6,2
4159,2023-06-08,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,OFF-PA-10000533,20,20,3,2
4160,2022-03-21,Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Art,OFF-AR-10003056,10,10,3,3
4161,2022-12-19,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10002834,480,540,3,5
4162,2022-05-09,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10002214,20,20,2,2
4163,2022-05-26,Standard Class,Consumer,United States,Dover,New Hampshire,3820,East,Office Supplies,Labels,OFF-LA-10004484,20,20,4,3
4164,2022-08-20,Standard Class,Consumer,United States,Dover,New Hampshire,3820,East,Office Supplies,Binders,OFF-BI-10003091,570,670,3,5
4165,2022-12-19,First Class,Corporate,United States,Aurora,Colorado,80013,West,Technology,Accessories,TEC-AC-10003027,140,170,7,3
4166,2022-10-12,First Class,Corporate,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,OFF-ST-10003638,160,170,9,5
4167,2022-12-14,Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Paper,OFF-PA-10003848,20,20,3,3
4168,2022-02-17,First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,OFF-ST-10002352,30,30,4,2
4169,2023-11-23,First Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Chairs,FUR-CH-10000229,400,430,2,2
4170,2022-11-09,First Class,Home Office,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,OFF-PA-10000788,30,30,6,5
4171,2023-01-07,First Class,Home Office,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,OFF-PA-10002968,40,50,3,3
4172,2023-03-20,Standard Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Storage,OFF-ST-10002486,50,50,7,3
4173,2022-06-19,Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,OFF-BI-10002215,10,10,2,2
4174,2022-10-24,Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,OFF-PA-10000788,10,10,2,5
4175,2022-09-18,Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,OFF-BI-10003364,50,60,2,4
4176,2023-05-25,First Class,Home Office,United States,Santa Ana,California,92704,West,Office Supplies,Art,OFF-AR-10003582,50,60,2,2
4177,2023-01-31,Standard Class,Corporate,United States,Columbia,South Carolina,29203,South,Technology,Phones,TEC-PH-10003273,540,630,5,3
4178,2023-05-26,Standard Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,OFF-PA-10000100,100,120,3,4
4179,2023-10-17,Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,OFF-PA-10001776,40,50,5,3
4180,2022-07-29,Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10004182,10,10,9,3
4181,2022-12-25,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,OFF-BI-10000756,0,0,5,4
4182,2022-06-21,Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10001539,260,320,4,3
4183,2023-06-08,Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10002377,20,20,3,3
4184,2022-04-25,Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10000991,290,340,3,5
4185,2022-04-10,First Class,Corporate,United States,Franklin,Massachusetts,2038,East,Furniture,Bookcases,FUR-BO-10002853,70,80,1,2
4186,2023-10-27,First Class,Consumer,United States,Baltimore,Maryland,21215,East,Technology,Accessories,TEC-AC-10004510,90,100,6,5
4187,2022-08-11,Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,OFF-BI-10003712,10,10,7,4
4188,2023-12-18,Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,OFF-BI-10002571,0,0,1,4
4189,2023-02-10,Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Storage,OFF-ST-10004835,10,10,2,2
4190,2022-04-19,Second Class,Corporate,United States,Iowa City,Iowa,52240,Central,Office Supplies,Paper,OFF-PA-10004022,10,10,1,2
4191,2022-11-29,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Copiers,TEC-CO-10004722,9240,10500,3,5
4192,2022-08-15,Same Day,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,OFF-PA-10004248,20,20,5,4
4193,2022-05-20,Standard Class,Corporate,United States,Boise,Idaho,83704,West,Furniture,Tables,FUR-TA-10000577,630,700,2,5
4194,2022-04-13,Standard Class,Corporate,United States,Boise,Idaho,83704,West,Technology,Phones,TEC-PH-10001254,270,300,3,2
4195,2023-08-03,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Art,OFF-AR-10001044,50,50,2,2
4196,2023-03-19,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,FUR-FU-10002597,20,20,5,2
4197,2023-06-12,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,OFF-LA-10004093,20,20,3,4
4198,2022-12-06,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,OFF-AP-10000179,350,390,4,2
4199,2022-07-15,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10001072,20,20,4,3
4200,2022-01-29,Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Labels,OFF-LA-10004093,10,10,1,2
4201,2022-11-19,Same Day,Home Office,United States,New York City,New York,10024,East,Technology,Copiers,TEC-CO-10002095,660,800,2,5
4202,2022-03-03,Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10002713,40,40,6,4
4203,2022-06-29,Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10002254,170,180,7,3
4204,2023-02-09,Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Art,OFF-AR-10001683,40,50,5,4
4205,2022-02-24,Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Paper,OFF-PA-10002195,10,10,2,5
4206,2022-04-11,Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,FUR-FU-10002364,10,10,2,4
4207,2023-03-22,Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Binders,OFF-BI-10004001,30,30,2,3
4208,2023-06-02,Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,FUR-FU-10000023,20,20,3,3
4209,2023-02-13,Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Chairs,FUR-CH-10002320,1470,1600,5,5
4210,2022-10-12,Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,FUR-TA-10003238,360,390,1,4
4211,2023-11-13,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,OFF-PA-10004965,20,20,2,4
4212,2023-11-08,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,OFF-PA-10003016,10,10,3,5
4213,2023-03-08,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Art,OFF-AR-10003651,10,10,2,2
4214,2022-01-02,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,OFF-PA-10001363,20,20,2,2
4215,2023-10-05,Standard Class,Consumer,United States,Mishawaka,Indiana,46544,Central,Office Supplies,Binders,OFF-BI-10003876,120,130,3,5
4216,2022-09-12,Standard Class,Consumer,United States,Mount Vernon,New York,10550,East,Office Supplies,Envelopes,OFF-EN-10004007,50,60,4,3
4217,2023-07-16,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Labels,OFF-LA-10002271,10,10,3,2
4218,2022-06-29,First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Bookcases,FUR-BO-10003894,390,480,8,2
4219,2023-07-30,First Class,Corporate,United States,San Francisco,California,94110,West,Technology,Machines,TEC-MA-10000418,4030,4800,2,2
4220,2023-12-05,Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,OFF-PA-10004243,40,40,2,4
4221,2022-01-08,Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,OFF-BI-10001759,20,20,6,2
4222,2022-08-28,Second Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Machines,TEC-MA-10001570,370,390,5,5
4223,2023-05-20,Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10004804,90,100,2,4
4224,2023-08-09,Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,FUR-BO-10001519,160,170,3,5
4225,2023-05-06,First Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,OFF-BI-10000343,0,0,2,3
4226,2022-03-17,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,FUR-FU-10003930,80,90,3,2
4227,2022-11-15,Standard Class,Consumer,United States,Urbandale,Iowa,50322,Central,Office Supplies,Fasteners,OFF-FA-10004854,40,50,4,2
4228,2022-08-09,Standard Class,Home Office,United States,Seattle,Washington,98103,West,Furniture,Chairs,FUR-CH-10003396,50,60,1,5
4229,2023-06-22,First Class,Corporate,United States,Richmond,Indiana,47374,Central,Office Supplies,Paper,OFF-PA-10001994,20,20,1,3
4230,2022-11-06,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Furnishings,FUR-FU-10003601,290,330,9,2
4231,2023-03-21,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,OFF-BI-10003429,10,10,9,5
4232,2023-12-23,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,OFF-PA-10000232,20,20,3,3
4233,2022-09-16,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,OFF-PA-10002195,20,30,6,3
4234,2022-02-13,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,OFF-BI-10004492,10,10,1,5
4235,2023-03-25,First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,OFF-PA-10004000,10,10,3,4
4236,2023-04-13,First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,OFF-LA-10004425,20,20,9,3
4237,2023-08-14,Standard Class,Home Office,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,OFF-BI-10000948,10,10,4,3
4238,2022-06-16,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,OFF-AR-10001972,10,10,7,3
4239,2023-08-11,First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,OFF-AR-10004587,20,20,1,4
4240,2023-09-30,Standard Class,Corporate,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Paper,OFF-PA-10000994,200,210,2,2
4241,2023-12-02,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,OFF-AP-10001366,40,40,4,5
4242,2022-11-03,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10001636,20,20,3,5
4243,2022-02-24,First Class,Home Office,United States,Springfield,Virginia,22153,South,Technology,Phones,TEC-PH-10001448,130,150,3,2
4244,2023-03-11,First Class,Home Office,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,OFF-PA-10001776,30,30,3,3
4245,2022-03-04,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,TEC-AC-10002323,60,70,3,4
4246,2022-02-05,Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,OFF-AR-10004582,0,0,1,5
4247,2023-02-06,Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,FUR-FU-10000576,1000,1050,5,5
4248,2023-07-30,Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,FUR-FU-10004270,20,20,5,5
4249,2023-02-09,Second Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,OFF-BI-10004236,80,90,6,5
4250,2022-02-28,Second Class,Consumer,United States,Fairfield,Connecticut,6824,East,Furniture,Chairs,FUR-CH-10004997,670,750,4,4
